Rank,Name,developper,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,samename,Like_Percent,metaNoteQ,serieB
7137,FaceBreaker K.O. Party,EA Canada,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0.0,0.02,0.22,FaceBreaker K.O. Party,61,15,6.1,8,1,0.93,3,0
7138,Justice League Heroes,Snowblind Studios,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,Justice League Heroes,72,13,7.5,6,1,0.95,3,0
7140,TNA iMPACT!,Midway Studios - Los Angeles,PS2,2008,Fighting,Midway Games,0.1,0.0,0.0,0.12,0.22,TNA iMPACT!,64,27,4.6,24,1,0.0,3,0
7141,Yu-Gi-Oh! GX: Spirit Caller (American Sales),Konami,DS,2006,Misc,Konami Digital Entertainment,0.18,0.03,0.0,0.02,0.22,Yu-Gi-Oh! GX: Spirit Caller,66,12,8.2,28,1,0.0,3,0
7142,Def Jam: Fight for NY,Aki Corp.,GC,2004,Fighting,Electronic Arts,0.17,0.05,0.0,0.01,0.22,Def Jam: Fight for NY,83,46,8.8,131,1,0.97,4,0
7144,Spartan: Total Warrior,Creative Assembly,PS2,2005,Action,Sega,0.11,0.09,0.0,0.03,0.22,Spartan: Total Warrior,74,33,8.6,105,1,0.98,3,1
7151,Assault,Witch Beam,2600,1982,Action,Bomb,0.21,0.01,0.0,0.0,0.22,Assault Android Cactus+,86,11,8.4,33,1,0.0,4,0
7152,Reactor,4Co,2600,1981,Action,Parker Bros.,0.21,0.01,0.0,0.0,0.22,Reactor Tech2,0,4,0.0,0,1,0.0,1,0
7153,Ys Seven,Falcom,PSP,2009,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.01,0.22,Ys Seven,79,27,8.5,75,1,0.85,4,1
7154,Marvel Super Hero Squad: The Infinity Gauntlet,THQ,DS,2010,Action,THQ,0.17,0.03,0.0,0.02,0.22,Marvel Super Hero Squad: The Infinity Gauntlet,54,6,8.0,4,1,0.96,3,0
7156,G-Force,Eurocom,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22,G-Force,61,4,7.9,23,1,0.0,3,0
7158,Kidz Bop Dance Party! The Video Game,D3Publisher,Wii,2010,Misc,D3Publisher,0.21,0.0,0.0,0.01,0.22,Kidz Bop Dance Party! The Video Game,3,1,0.0,0,1,0.0,1,0
7159,Conflict: Vietnam,Pivotal Games,XB,2004,Shooter,SCi,0.17,0.05,0.0,0.01,0.22,Conflict: Vietnam,58,24,8.1,23,1,0.97,3,0
7160,Whirl Tour,Papaya Studios,PS2,2002,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,Whirl Tour,61,10,7.2,5,1,0.91,3,0
7161,Time Crisis: Crisis Zone,Namco,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0.0,0.03,0.22,Time Crisis: Crisis Zone,66,38,0.0,0,1,0.94,3,1
7163,Dark Souls II,From Software,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22,Dark Souls II: Scholar of the First Sin,87,42,7.8,1189,1,0.89,4,1
7164,Discovery Kids: Dolphin Discovery,505 Games,DS,2008,Simulation,505 Games,0.21,0.0,0.0,0.01,0.22,Discovery Kids: Dolphin Discovery,0,4,0.0,0,1,0.0,1,0
7165,Ben 10 Ultimate Alien: Cosmic Destruction,Papaya Studio,PS2,2010,Platform,D3Publisher,0.13,0.06,0.0,0.04,0.22,Ben 10 Ultimate Alien: Cosmic Destruction,4,0,8.0,14,1,0.95,1,0
7167,Skies of Arcadia Legends,Overworks,GC,2002,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22,Skies of Arcadia Legends,84,31,8.7,116,1,0.98,4,0
7168,Cloudy With a Chance of Meatballs,Ubisoft Shanghai,DS,2009,Platform,Ubisoft,0.2,0.01,0.0,0.02,0.22,Cloudy With a Chance of Meatballs,66,9,5.7,6,1,0.0,3,0
7169,MotoGP 08,Milestone S.r.l,PS2,2008,Racing,Capcom,0.01,0.0,0.0,0.21,0.22,MotoGP 08,65,9,5.6,8,1,0.91,3,1
7170,Madden NFL 12,EA Tiburon,PSP,2011,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.22,Madden NFL 12,78,55,6.2,103,1,0.0,4,1
7172,Breath of Fire,Capcom,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,Breath of Fire,79,17,7.3,21,1,0.0,4,0
7173,Ragnarok DS,GungHo,DS,2008,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22,Ragnarok DS,53,19,5.5,17,1,0.84,3,1
7174,Ford vs. Chevy,Eutechnyx,PS2,2005,Racing,Global Star,0.11,0.09,0.0,0.03,0.22,Ford vs. Chevy,2,2,8.5,8,1,0.0,1,0
7175,NCAA Football 2005,EA Tiburon,GC,2004,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,NCAA Football 2005,88,29,8.8,36,1,0.91,4,1
7176,Hamtaro: Ham-Ham Games,Alphadream Corporation,GBA,2004,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,Hamtaro: Ham-Ham Games,77,20,8.3,9,1,0.0,4,1
7177,Danny Phantom: The Ultimate Enemy,Altron,GBA,2005,Action,THQ,0.16,0.06,0.0,0.0,0.22,Danny Phantom: The Ultimate Enemy,2,2,8.4,5,1,0.94,1,1
7178,Petz Rescue: Endangered Paradise,Phoenix Interactive Entertainment,DS,2008,Adventure,Ubisoft,0.21,0.0,0.0,0.02,0.22,Petz Rescue: Endangered Paradise,1,3,0.0,0,1,0.0,1,0
7179,MotoGP 09/10,Monumental Games,PS3,2010,Racing,Capcom,0.05,0.13,0.0,0.04,0.22,MotoGP 09/10,70,42,5.4,29,1,0.91,3,1
7180,Rune Factory: Tides of Destiny,Neverland,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.01,0.22,Rune Factory: Tides of Destiny,55,12,8.2,47,1,0.95,3,1
7181,A Boy and His Blob,Abstraction Games,Wii,2009,Platform,Majesco Entertainment,0.19,0.02,0.0,0.02,0.22,A Boy and His Blob,66,4,6.3,8,1,0.98,3,0
7182,Battleborn,Gearbox Software,PS4,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22,Battleborn,68,55,6.8,422,1,0.74,3,0
7183,Move Fitness,Coldwood Interactive,PS3,0,Sports,Sony Computer Entertainment,0.0,0.17,0.0,0.05,0.22,PlayStation Move Fitness,61,12,6.5,6,1,0.0,3,0
7184,Atelier Escha & Logy: Alchemists of the Dusk Sky,Gust,PS3,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22,Atelier Escha & Logy: Alchemists of the Dusk Sky,79,27,8.3,91,1,0.9,4,1
7185,Hidden Mysteries: Buckingham Palace,Gunnar Games,DS,2010,Puzzle,Avanquest,0.13,0.07,0.0,0.02,0.22,Hidden Mysteries: Buckingham Palace,0,4,0.0,0,1,0.0,1,0
7186,Crazy Climber,Hamster,2600,1981,Action,Atari,0.21,0.01,0.0,0.0,0.22,Arcade Archives: Crazy Climber,1,3,0.0,0,1,0.0,1,1
7187,Super Adventure Island,Produce,SNES,1992,Platform,Hudson Soft,0.0,0.0,0.22,0.0,0.22,Super Adventure Island,0,4,0.0,0,1,0.88,1,1
7188,Bust-A-Move 4,Taito Corporation,PS,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,Bust-A-Move 4,79,14,8.6,5,1,0.91,4,0
7189,The Legend of Spyro: The Eternal Night,Krome Studios,Wii,2007,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.22,The Legend of Spyro: The Eternal Night,60,8,6.3,28,1,0.92,3,1
7190,NFL Quarterback Club 97,Acclaim,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,NFL Quarterback Club 97,0,4,6.0,4,1,0.0,1,1
7191,Rampage: Total Destruction,"Pipeworks Software, Inc.",Wii,2006,Action,Midway Games,0.19,0.01,0.0,0.02,0.22,Rampage: Total Destruction,51,34,7.3,16,1,0.94,3,1
7192,Galactic Wrestling: Featuring Ultimate Muscle,Aki Corp.,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,Galactic Wrestling: Featuring Ultimate Muscle,61,12,8.0,5,1,0.96,3,0
7193,Petz: Horse Club,Phoenix Interactive Entertainment,Wii,2008,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.22,Petz: Horse Club,0,4,0.0,0,1,0.0,1,0
7194,Dino Stalker,Capcom,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,Dino Stalker,50,18,6.1,17,1,0.91,2,1
7195,Rapala's Fishing Frenzy,FUN Labs,Wii,2008,Sports,Activision,0.2,0.0,0.0,0.02,0.22,Rapala's Fishing Frenzy,61,5,6.0,4,1,0.9,3,1
7196,Mobile Suit Gundam Seed,Bandai,PS2,2003,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Mobile Suit Gundam Seed,0,4,0.0,0,1,0.0,1,0
7197,Shinobi,Overworks,3DS,2011,Platform,Sega,0.14,0.07,0.0,0.02,0.22,Shinobi,71,33,8.2,52,1,0.0,3,0
7198,Puss in Boots,THQ,Wii,2011,Action,THQ,0.19,0.01,0.0,0.01,0.22,DreamWorks Puss in Boots,70,4,7.5,8,1,0.0,3,0
7199,Tony Hawk's Downhill Jam,SuperVillain Studios,DS,2006,Sports,Activision,0.2,0.0,0.0,0.02,0.22,Tony Hawk's Downhill Jam,59,29,7.4,16,1,0.93,3,1
7200,Mega Man Zero 3,Inti,GBA,2004,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,Mega Man Zero 3,77,21,8.8,87,1,0.96,4,1
7201,LEGO The Lord of the Rings,TT Games,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22,LEGO The Lord of the Rings,80,6,8.0,183,1,0.0,4,0
7204,Castlevania: Lords of Shadow 2,Mercury Steam,PS3,2014,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22,Castlevania: Lords of Shadow 2,63,55,7.7,598,1,0.94,3,1
7205,Barbie: Groom and Glam Pups,Game Machine Studios,Wii,2010,Action,THQ,0.19,0.02,0.0,0.01,0.22,Barbie: Groom and Glam Pups,0,4,0.0,0,1,0.91,1,0
7206,KORG DS-10 Synthesizer,AQ Interactive,DS,2008,Misc,AQ Interactive,0.2,0.01,0.0,0.02,0.22,KORG DS-10 Synthesizer,82,11,8.2,13,1,0.91,4,0
7207,Tenchu: Shadow Assassins,Acquire,Wii,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22,Tenchu: Shadow Assassins,68,18,7.1,30,1,0.89,3,1
7208,Barbie Super Sports,Runecraft,PS,1999,Sports,Mattel Interactive,0.12,0.08,0.0,0.01,0.22,Barbie Super Sports,0,4,0.0,0,1,0.91,1,0
7211,Jackass the Game,Sidhe Interactive,PSP,2007,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,Jackass the Game,58,24,6.7,22,1,0.94,3,0
7212,The Legend of Heroes: Trails of Cold Steel,Falcom,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22,The Legend of Heroes: Trails of Cold Steel,80,16,8.6,169,1,0.0,4,0
7215,LEGO Harry Potter: Years 5-7,Traveller's Tales,PC,0,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0.0,0.03,0.22,LEGO Harry Potter: Years 5-7,80,5,8.1,83,1,0.0,4,1
7216,Duel Masters: Kaijudo Showdown,Mistic Software,GBA,2004,Misc,Atari,0.16,0.06,0.0,0.0,0.22,Duel Masters: Kaijudo Showdown,66,10,0.0,0,1,0.0,3,0
7218,The Walking Dead: Season Two,Telltale Games,PS3,2014,Adventure,Telltale Games,0.09,0.09,0.0,0.04,0.22,The Walking Dead: Season Two - A Telltale Games Series,80,14,8.3,679,1,0.0,4,0
7219,The Lord of the Rings: The Third Age,EA Games,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22,The Lord of the Rings: The Third Age,73,35,8.0,83,1,0.95,3,0
7220,Cursed Mountain,Sproing,Wii,2009,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.22,Cursed Mountain,67,51,7.5,38,1,0.88,3,0
7221,The Suffering,Surreal Software,XB,2004,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,The Suffering,80,26,8.1,97,1,0.96,4,0
7222,Dragon Quest Builders: Revive Alefgard,Square Enix,PS4,2016,Role-Playing,Square Enix,0.0,0.0,0.22,0.0,0.22,Dragon Quest Builders,83,76,8.1,225,1,0.91,4,1
7223,Tetris Worlds,Radical Entertainment,GC,2002,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22,Tetris Worlds,47,10,4.4,8,1,0.89,2,1
7224,Teenage Mutant Ninja Turtles: Danger of the Ooze,WayForward,X360,2014,Adventure,Activision,0.11,0.09,0.0,0.02,0.22,Teenage Mutant Ninja Turtles: Danger of the Ooze,0,4,5.8,9,1,0.92,1,1
7226,Mega Man 64,Capcom,N64,2000,Action,Capcom,0.14,0.03,0.05,0.0,0.22,Mega Man 64,59,6,8.9,80,1,0.93,3,1
7230,Tales of Graces,Namco Bandai Games,Wii,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Tales of Graces f,77,55,8.5,348,1,0.88,4,1
7231,Age of Empires: Mythologies,Griptonite Games,DS,2008,Strategy,THQ,0.17,0.03,0.0,0.02,0.22,Age of Empires: Mythologies,78,28,7.1,30,1,0.87,4,1
7232,Viewtiful Joe 2,Clover Studio,GC,2004,Action,Capcom,0.17,0.04,0.0,0.01,0.22,Viewtiful Joe 2,86,39,8.0,25,1,0.95,4,1
7233,Where's Waldo? The Fantastic Journey,Classic Media Distribution Limited,DS,2009,Adventure,Ubisoft,0.2,0.0,0.0,0.02,0.22,Where's Waldo? The Fantastic Journey,2,2,7.9,9,1,0.0,1,0
7234,ATV Quad Kings,Beyond Reality,Wii,2009,Racing,Zoo Digital Publishing,0.21,0.0,0.0,0.01,0.22,ATV Quad Kings,33,4,0.0,0,1,0.0,2,0
7236,Jewel Quest: Expeditions,Elephant Games,DS,2007,Puzzle,Avanquest,0.03,0.18,0.0,0.01,0.22,Jewel Quest: Expeditions,68,4,0.0,0,1,0.0,3,0
7237,NBA Jam Extreme,Sculptured Software,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,NBA Jam Extreme,0,4,0.0,0,1,0.0,1,1
7238,Dragon Ball: Origins (JP & incomplete US sales),Game Republic,DS,2008,Adventure,Atari,0.04,0.0,0.17,0.0,0.22,Dragon Ball: Origins,78,18,7.9,24,1,0.0,4,0
7239,Touch the Dead,DREAM ON STUDIO,DS,2007,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,Touch the Dead,56,31,5.8,6,1,0.94,3,0
7240,Tropico 3,Haemimont Games,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22,Tropico 3,79,48,8.1,201,1,0.0,4,1
7241,Nickelodeon Party Blast,Data Design Interactive,XB,2002,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22,Nickelodeon Party Blast,19,4,3.6,12,1,0.72,1,1
7242,Ben 10 Alien Force: Vilgax Attacks,Papaya Studio,X360,2009,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,Ben 10 Alien Force: Vilgax Attacks,61,9,8.7,10,1,0.95,3,0
7243,NHL Championship 2000,Radical Entertainment,PS,1998,Sports,Fox Interactive,0.12,0.08,0.0,0.01,0.22,NHL Championship 2000,0,4,0.0,0,1,0.0,1,0
7244,G.I. Joe: The Rise of Cobra,Double Helix Games,Wii,2009,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,G.I. Joe: The Rise of Cobra,43,32,4.8,16,1,0.0,2,0
7246,Hunted: The Demon's Forge,InXile Entertainment,X360,2011,Action,Bethesda Softworks,0.13,0.07,0.0,0.02,0.22,Hunted: The Demon's Forge,61,21,6.6,140,1,0.87,3,0
7248,Tales of Berseria,Bandai Namco Games,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Tales of Berseria,79,57,7.2,563,1,0.93,4,1
7249,All-Star Baseball 2002,Acclaim,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,All-Star Baseball 2002,66,17,6.3,8,1,0.0,3,1
7250,Magna Carta: Tears of Blood,SoftMax,PS2,2004,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22,Magna Carta: Tears of Blood,66,34,7.2,27,1,0.82,3,1
7251,Lethal Skies Elite Pilot: Team SW,Bit Town,PS2,2001,Simulation,Sammy Corporation,0.11,0.08,0.0,0.03,0.22,Lethal Skies Elite Pilot: Team SW,59,16,0.0,0,1,0.0,3,0
7252,Capcom vs. SNK,Capcom,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,Capcom vs. SNK,80,17,8.6,31,1,0.0,4,0
7253,NBA Live 09 All-Play,EA Sports,Wii,2008,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,NBA Live 09 All-Play,51,11,5.9,14,1,0.0,3,0
7254,Infinite Space,"NUDE MAKER,Y.K.",DS,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22,Infinite Space,75,46,8.2,67,1,0.91,3,0
7256,Transformers: Devastation,PlatinumGames,PS4,2015,Action,Activision,0.1,0.08,0.0,0.04,0.22,Transformers: Devastation,77,50,7.5,221,1,0.94,4,1
7258,From Russia With Love,EA Redwood Shores,GC,2005,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,From Russia With Love,69,29,7.7,50,1,0.0,3,0
7259,You Don't Know Jack,Jellyvision,Wii,2011,Misc,THQ,0.2,0.0,0.0,0.01,0.22,You Don't Know Jack (2011),71,5,5.5,11,1,0.0,3,0
7260,Just Dance 2016,Ubisoft,PS3,2015,Misc,Ubisoft,0.1,0.08,0.0,0.04,0.22,Just Dance 2016,73,7,6.9,14,1,0.91,3,1
7261,Pinball Hall of Fame: The Williams Collection,Crave,PS3,2009,Misc,Crave Entertainment,0.2,0.0,0.0,0.02,0.22,Pinball Hall of Fame: The Williams Collection,67,5,7.3,8,1,0.9,3,0
7262,Guitar Hero: Smash Hits,Beenox,PS2,2009,Misc,Activision,0.11,0.01,0.0,0.1,0.22,Guitar Hero: Smash Hits,71,56,6.2,23,1,0.83,3,1
7263,NFL Quarterback Club 2002,Acclaim,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,NFL Quarterback Club 2002,67,12,7.8,6,1,0.0,3,1
7265,NCAA Basketball 09,EA Canada,X360,2008,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,NCAA Basketball 09,70,23,5.6,8,1,0.91,3,1
7266,Full Auto,Pseudo Interactive,X360,2006,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,Full Auto,70,63,7.7,41,1,0.0,3,0
7267,Dead Island,Techland,PC,2011,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,Dead Island: Definitive Collection,63,32,6.6,104,1,0.0,3,0
7268,Growlanser: Heritage of War,Career Soft,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22,Growlanser: Heritage of War,60,7,8.0,29,1,0.0,3,1
7269,Hasbro Family Game Night,Electronic Arts,DS,2009,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22,Hasbro Family Game Night 2,63,16,6.3,6,1,0.79,3,0
7271,Rugby 2004,HB Studios Multimedia,PS2,2003,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,Rugby 2004,61,13,6.8,65,1,0.0,3,1
7273,Spirit Camera: The Cursed Memoir,Tecmo Koei Games,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,Spirit Camera: The Cursed Memoir,54,35,6.4,33,1,0.92,3,1
7274,NBA 06,SCEA Sports Studio,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,NBA 06,63,26,6.3,27,1,0.0,3,1
7275,Naruto: Ninja Council,Aspect,GBA,2003,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,Naruto: Ninja Council,60,12,7.0,10,1,0.0,3,0
7276,Shin Megami Tensei: Persona,ITL,PSP,2009,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,Shin Megami Tensei: Persona,78,30,4.3,251,1,0.0,4,0
7279,Madden NFL 07,EA Sports,DS,2006,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,Madden NFL 07,84,29,8.2,44,1,0.92,4,1
7281,NFL 2K3,Visual Concepts,GC,2002,Sports,Sega,0.17,0.04,0.0,0.01,0.22,NFL 2K3,93,20,7.3,26,1,0.0,4,0
7282,Darksiders II,Gunfire Games,PS4,2015,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22,Darksiders II: Deathinitive Edition,77,15,7.9,22,1,0.93,4,0
7284,Yoshi Touch & Go (JP sales),Nintendo,DS,2005,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22,Yoshi Touch & Go,73,41,6.8,37,1,0.0,3,0
7285,Samurai Jack: The Amulet of Time,Virtucraft,GBA,2003,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22,Samurai Jack: The Amulet of Time,63,13,5.9,10,1,0.96,3,1
7286,Pass the Pigs,AWE Games,DS,2008,Misc,THQ,0.2,0.0,0.0,0.02,0.22,Pass the Pigs: Let the Good Swines Roll!,2,2,0.0,0,1,0.0,1,0
7289,Sports Car GT,Image Space Incorporated,PS,1999,Racing,Electronic Arts,0.12,0.08,0.0,0.01,0.22,Sports Car GT,0,4,0.0,0,1,0.98,1,0
7290,Lost Planet 3,Spark Unlimited,PS3,2013,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22,Lost Planet 3,58,43,5.8,142,1,0.82,3,1
7291,Order Up!,SuperVillain Studios,Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22,Order Up!,76,25,8.5,26,1,0.0,4,0
7292,Code Name: S.T.E.A.M.,Intelligent Systems,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,Code Name: S.T.E.A.M.,69,69,0.0,0,1,0.83,3,0
7293,SBK X: Superbike World Championship,Milestone S.r.l,PS3,2010,Racing,Black Bean Games,0.05,0.13,0.0,0.04,0.22,SBK X: Superbike World Championship,73,4,7.5,4,1,0.89,3,0
7294,NBA Live 14,EA Sports,PS4,2013,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22,NBA Live 14,43,25,2.6,176,1,0.62,2,1
7295,Scooby-Doo! Mystery Mayhem,Artificial Mind and Movement,GC,2004,Action,THQ,0.17,0.04,0.0,0.01,0.22,Scooby-Doo! Mystery Mayhem,55,17,7.8,19,1,0.94,3,0
7297,American Idol,Hothouse Creations,GBA,2003,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,American Idol,41,14,4.8,13,1,0.0,2,0
7298,Summer Athletics: The Ultimate Challenge (Others sales),49Games,Wii,2008,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,Summer Athletics: The Ultimate Challenge,2,2,6.8,4,1,0.0,1,0
7299,Britney's Dance Beat,Metro Graphics,GBA,2002,Misc,THQ,0.15,0.06,0.0,0.0,0.22,Britney's Dance Beat,63,20,5.7,27,1,0.95,3,0
7300,Shrek SuperSlam,Shaba Games,GC,2005,Action,Activision,0.17,0.04,0.0,0.01,0.22,Shrek SuperSlam,70,11,6.0,27,1,0.97,3,0
7301,Sniper: Ghost Warrior 2,City Interactive,X360,2013,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22,Sniper: Ghost Warrior 2,52,24,5.9,397,1,0.93,3,1
7302,Over G Fighters,Taito Corporation,X360,2006,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.22,Over G Fighters,49,36,6.2,52,1,0.86,2,0
7303,Sailor Moon,3VR New Media,SNES,1993,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,The 3D Adventures of Sailor Moon,0,4,0.0,0,1,0.0,1,0
7304,Apache: Air Assault,Gaijin Entertainment,PS3,2010,Simulation,Activision,0.11,0.07,0.0,0.03,0.22,Apache: Air Assault,66,17,5.6,14,1,0.85,3,0
7305,One Piece: Pirate Warriors 3,Omega Force,PSV,2015,Action,Namco Bandai Games,0.0,0.07,0.13,0.02,0.22,One Piece: Pirate Warriors 3,74,34,7.6,168,1,0.93,3,1
7306,Herdy Gerdy,Core Design Ltd.,PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,Herdy Gerdy,69,24,5.5,16,1,0.9,3,0
7307,Armored Core V,From Software,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22,Armored Core V,65,26,7.3,55,1,0.85,3,1
7308,EVE Online,CCP,PC,2003,Role-Playing,CCP,0.0,0.19,0.0,0.02,0.22,EVE Online,69,22,7.2,332,1,0.87,3,1
7310,Ninja Gaiden: Dragon Sword,Team Ninja,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,Ninja Gaiden: Dragon Sword,83,52,7.8,39,1,0.93,4,1
7312,Blue Dragon Plus,Brownie Brown,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22,Blue Dragon Plus,69,46,6.5,16,1,0.94,3,0
7313,Lords of the Fallen,Deck 13,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,Lords of the Fallen,68,45,6.4,574,1,0.0,3,0
7315,Dark Summit,Radical Entertainment,PS2,2001,Sports,THQ,0.11,0.08,0.0,0.03,0.21,Dark Summit,68,16,4.5,4,1,0.94,3,0
7316,Afrika,Rhino Studios,PS3,2008,Adventure,Unknown,0.12,0.0,0.08,0.01,0.21,Afrika,63,12,6.2,36,1,0.0,3,0
7317,Cabela's Big Game Hunter: Ultimate Challenge,FUN Labs,PS,2001,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,Cabela's Big Game Hunter,51,5,0.0,0,1,0.0,3,1
7318,The Legend of Heroes: Trails in the Sky First Chapter,Falcom,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21,The Legend of Heroes: Trails in the Sky,85,5,8.6,277,1,0.0,4,1
7319,Are You Smarter Than a 5th Grader? Back to School,ImaginEngine,Wii,2010,Misc,Nintendo,0.2,0.0,0.0,0.02,0.21,Are You Smarter Than a 5th Grader? Back to School,0,4,0.0,0,1,0.0,1,0
7320,Steins;Gate,M2,PSV,2013,Adventure,PQube,0.07,0.09,0.0,0.05,0.21,Steins;Gate,87,9,8.9,327,1,0.0,4,1
7321,The Dukes of Hazzard: Return of the General Lee,Ratbag,PS2,2004,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,The Dukes of Hazzard: Return of the General Lee,52,17,6.7,10,1,0.97,3,0
7322,Pandemonium!,Toys for Bob,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01,0.21,Pandemonium!,0,4,7.5,20,1,0.0,1,0
7325,Crash 'N' Burn,Climax Group,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,Crash 'N' Burn,63,17,8.4,9,1,0.99,3,0
7326,NBA,Visual Concepts,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,NBA 2K20,78,42,1.4,1181,1,0.0,4,0
